,Text,Sentiment
10297,follow tri record locat number gave error code,0
10298,well let handl reserv chang onlin amp reserv call hang wtf bullshit,0
10299,yay thank appreci help know nut right cold ice,1
10300,receiv email request call re keep get kick phone system help,0
10301,flight cancel flightl tri reschedul number say call back,0
10302,feel free email mikehertz com worri not go anywher damn tarmac bit,0
10303,said thing phrase differ actual help,0
10304,plane toilet work need ga flight leav dull go lax,0
10305,not find bc rebook us airlin realiz get us home ord,0
10306,thank,1
10307,board flight still sit runway lot fun,0
10308,funni say monitor sinc januari st chang avail fakeaward luvisbett,0
10309,flight home cancel flightl today way get anoth flight nyc texa hour wait call back airlin,0
10310,total agre get automat phone attend goe hang lousi servic,0
10311,tri call reserv desk past hour get not expect,0
10312,custom servic terribl wait week repli email not help keep brush problem,0
10313,taken care alreadi come expect level horribl servic time time,0
10314,not given callback option servic turn,0
10315,fli today mti mex still appear cancel flight talk anoth flight,0
10316,call tri understand not possibl reach agent know els,0
10317,ok probabl cancel flight flight take refund get home anoth way wednesday work us,0
10318,also wait hour speak someon phone wait hour,0
10319,make hour,0
10320,despit chao still grate flight home,1
10321,suppos cancel flight onlin want lose fund ticket help,0
10322,poor custom servic unaccept also bout surfer front websit noloveforsurf pretend,0
10323,need help tri cancel flight flight take get hold anyon line busi,0
10324,alway nice come home wish fli lax mad keep away iberia goingforgreat,1
10325,tri cancel flight fligt hare dalla pm high call volum one answer onlin confirm thanku,0
10326,not given choic rep meelan uk aa contact center escal flight supervisor book chang,0
10327,retrain custom servic first make proper adjust cancel flightl flight mistak,0
10328,wish better mobil app look app much seemless check,0
10329,delay flight six hour miss intern connect extra night hotel still pay lb surfboardbag,0
10330,voucher cancel flight flight due weather today issu broken tire voucher caus tire broken weather nomoaa,0
10331,worst airlin cancel flight flight even let us know even though travel children,0
10332,long mait repair wait gate capt said paperwork formal forc check bag rude return cc reader work,0
10333,one hour check minut long mia fail,0
10334,thx show twitter appreci employe sure anoth airlin would like nohotel,0
10335,thank respons better noth ahem,1
10336,get custom rep help option got,0
10337,snack left purpos team help morn desk phone,1
10338,could even see tri make transact offer price tri purchas,0
10339,complaint visit custom servic desk see line peopl deep,0
10340,time damn thing guy winter hat frowni face,0
10341,much statu ep million mile revenu first class ticket im sit coach thank rude cs staff,0
10342,deplan hare gate k send custom servic rep discuss situat god know,0
10343,dm anyth,0
10344,time hr pass got call back ticket fault yet pay extra,0
10345,gotta say amp staff real,0
10346,let complet transact one way barbado nyc,0
10347,brother flight dfw cancel flightl yesterday fli ont dfw today,0
10348,custom servic today unsat flight cnx not notifi call hour phone line not even let hold,0
10349,refund,0
10350,still patient wait respons complaint email fri normal respons time,0
10351,flight tri chang hour tri reach agent unbeliev,0
10352,ok one help bag lost honeymoon month ago not respons profession,0
10353,sjc gt lax fourth time gave,0
10354,flight san angelo via dalla orlando cancel flight help hold disconnect,0
10355,sure much better let us share feedback unless someth hide,0
10356,staff jfk airport discuss way left strand,0
10357,add ktn exist reserv not let add onlin,0
10358,still respons aa great job guy,0
10359,confus definit prefer seat paid extra one got regular seat legroom unimpress,0
10360,howdi troubl get rebook flight cancel flightl get thru via phone web error help,0
10361,oh yea c mon buddi bring special friend convers seem noth,0
10362,agent domest check mia wtf huge line mani peopl cancel flightl flight,0
10363,told minut wait time wait hour hour gone ridicul,0
10364,dmed,0
10365,see respons,0
10366,gotta love skycap solv problem faster anyon els termin smile face,1
10367,guy need educ employe pink tag stop lose guitar thousandth time,0
10368,pretti frustrat even stay hold get help flight cancel flightat,0
10369,equal terribl go fight get complet satisfact mistreat,0
10370,wrote back say challeng week sure shit,0
10371,contact someth allevi terribl terribl servic year old social media guru,0
10372,week go make anyth put eas ask fix thing,0
10373,address assult drink spill drunk passeng wheelchair get plane,0
10374,complet lack faith compani realli shame think tell challeng,0
10375,prioriti baggag evid mean come last,0
10376,get us need not accept not mention cancel flight meet interview client,0
10377,airlin spent three extra day travel domest spent hundr dollar,0
10378,worst flight custom servic second time cancel flight gotta pay hotel find ride,0
10379,flight dc la not mention fix circuit breaker bathroom plane old,0
10380,incred arrog thing say sit hare wait incompet airlin refuel,0
10381,tri not anyth said would talk stewardess serv drunk drink help,0
10382,pleas improv busi extra flight reserv process book onlin centuri min hold,0
10383,tri alreadi wait list call back hourwaitsuck,0
10384,stress morn still pay check bag lax madhous lot angri custom yike,0
10385,best never fli w americanairlin ever made day rememb,0
10386,phone call hr sent back amp forth two line termin skycap find solut,0
10387,thank respons tough night involv flight got cancel flightl start taxi runway,0
10388,respons flight montros cancel flightl not,0
10389,thank respond rather quickli btw,1
10390,thank dm reschedul unfortun oper process lax chao amp rep refus print ticket,0
10391,ok thank,1
10392,cancel flight flight today weather dalla without charg,0
10393,told got put anoth flight would get email still gotten one yet,0
10394,pleas tri call see happen understand allrepresentativesbusi nooption,0
10395,thank cc,1
10396,tri check redirect call also get contact,0
10397,flight delay time today due flight offic pit ord hour delay date bademployeeproblem,0
10398,pt aa reserv phone number less help tell chang thing onlin,0
10399,ye not much help guy,0
10400,thank not cancel flight flight put husband life danger drive weather safetyfirst,1
10401,travel advisori toronto today access anyth regard intern travel websit,0
10402,understand hour late flightr still heard word plan week zero inform,0
10403,final call get met seattl refund process thank,1
10404,reserv hold not wish hold not possibl phone issu americanair,0
10405,app allow canadian address use mobil canadian site not let select passeng,0
10406,phone issu pleas fix,0
10407,one get hold get past autom repli hang frustrat,0
10408,tri get home beyond complic not hard student split not fli aa ever,0
10409,websit abl check flight morn,0
10410,boyfriend suppos home saturday flight dc cancel flightl yet pleas get home,0
10411,tri amp disrespect not profession amp nd flight cancel flight get home surgeryhelp,0
10412,answer phone tri chang reserv abl get human pick two day,0
10413,add ktn ask numer time one answer phone miss flight upset,0
10414,flight us ric dfw cancel flightl yesterday amp hold w cust servic pm est hour answer,0
10415,got phone w rep flight disappear locat irrlcd said reschedul help pleas,0
10416,unamerican airlin lie poor custom servic,0
10417,even tell countri,0
10418,awesom flight morn aa awesom crew even land earli,1
10419,ye sayin particularli poorli handl situat,0
10420,pay extra co flight longer avail accept us card way nyc,0
10421,flight chicago buffalo hour flight not care safeti,0
10422,,0
10423,could void ticket sinc gt hr sinc flight book problem go waiv fee still get,0
10424,mean flight go buffalo locat care safeti,0
10425,line half hour tri see repres might even miss next flight unaccept,0
10426,tri speak agent hr cancel flightl flight rep alway busi get ahold,0
10427,almost bad,0
10428,use app say,0
10429,two hour wait,0
10430,get thru anyon phone,0
10431,anticip decis cancel flightlat dfw tomorrow morn need rearrang hotel reserv etc asap,0
10432,call morn chang name upcom trip not abl get pleas advis,0
10433,take med make sever dehydr sigh,0
10434,dm email address tell ordeal tell think fair,0
10435,set notif aa amp us airway still noth,0
10436,get travel question answer quickli onlin call not help busi day,0
10437,upon enter plane stewardess water pleas take seat,0
10438,websit let view reserv due chang made outsid hold get help,0
10439,outbound flight hour delay b c air traffic amp gate chang dividend mile member get email text updat,0
10440,record locat oaaret got email rebook got notif flight cancel flightl,0
10441,huge thank fix flight appreci custom servic could get seat assign next wife,1
10442,not friend legal requir chaperon school trip,0
10443,record l oaaret got email get reschedul anoth flight know flight cancel flightl,0
10444,technic problem frustrat answerthephon re hold get thru use credit pay,0
10445,cancel flight flight rerout hr travel bump pay custom non rev custserv,0
10446,hold estim hr hold,0
10447,sent letter said would talk stewardess serv drunk drink help,0
10448,supervisor robinson serv lot attitud cancel flight flight spite put back crazybitch,0
10449,gate c gate agent turn pay custom away favor non rev,0
10450,one app still show time,0
10451,lol sure wake respons half thought auto tweet hope made,0
10452,aa second week row delay due mechan issu sleet outsid yet stuck chang tire,0
10453,thank hope wed get back dfw,1
10454,keep tri call chang reserv keep hang,0
10455,appreci repli though,1
10456,although hour delay everi singl staff member ticket desk admir club sweet pie,1
10457,bring fianc back,0
10458,hahahaha crazi well anoth night airport,0
10459,kudo ticket agent make passeng check bag big fit overhead,1
10460,not sorri enough compens either extend time cost differ altern direct flight right,0
10461,stop cut past apolog get addit phone rep job,0
10462,work would much better lesson plan music class today,0
10463,call system fuck joke,0
10464,move us onto pm avail answer phone young children help,0
10465,honeymoon paid extra busi sit next bride bump statu disgust,0
10466,deplan rd fuck time fuck aa,0
10467,redeem travel voucher flight reach travel agent phone hold expir hour,0
10468,thank result miss confer attend option book earlier not receiv refund,0
10469,almost hour heard noth yet reserv team suppos,0
10470,cancel flightl flight due weather other fli fine compens resolut incompet,0
10471,hour phone yesterday realli still pick statu us air flight,0
10472,worst experi ever way,0
10473,call tell flight reschedul hour late flightr suppos seem like bad solut,0
10474,fail see tell caller bag may take hour get jfk brooklyn best,0
10475,thank jacquelin clt clean mess awesom servic,1
10476,not weather fact get ahold anyon help tweet back,0
10477,pleas messag assist get anyon,0
10478,wit manag name denis yell differ custom issu rude,0
10479,come one answer call email,0
10480,lax servic rep hand number call not help,0
10481,extend rtn flight bereav nd could chang fee drop told wors day life badcustomerservic,0
10482,tri ten time last night morn mani time tri meet make tonight atx,0
10483,thank respond,1
10484,thank done understand whose bag fit notifi air land technolog,0
10485,still not talk anyon guy prepar situat good servic mad,0
10486,ok thank get hold someon get new flight,1
10487,horriblecustomerservic rudestaff incompetentmanag,0
10488,good luck wait week,0
10489,tisk tisk rude flight attend yet hang suit buy first class learn,0
10490,would appreci pleas send page long form amp limit charact direct email,0
10491,biggest joke customerservic ever seen brand,0
10492,would aw nice could send alert flight cancel flight text email love,0
10493,thank took care issu ivr unclear took long get call back option would love see fix,0
10494,thank much help lot,1
10495,understand not even put hold say tri late flightr goodby,0
10496,not need apolog need fix compet manner,0
10497,like call back system thought like know not work well receiv three call audio,0
10498,need back home tomorrow one help pleas help rebook flight tomorrow,0
10499,file pir agent indianapoli airport unabl pull inform onlin site dmed detail,0
10500,call hung,0
10501,thank,1
10502,u cud answer plenti inflight steal go right amp fa uncomfort convo w pass,0
10503,fine would call left messag told would hour call heard anyth yet,0
10504,flight cancel flightl yesterday earli afternoon call wake tell,0
10505,miami agent rachel wong marisol pimentel pleasant world chao big thank u,1
10506,put call back still noth think might get back,0
10507,cancel flight amp flight hr longer amp layov late flight find reason price altern,0
10508,know may also work home thank noth,0
10509,call ep line hour late flightr call back sat hold hour us airway cut,0
10510,flight cancel flightl need get back cleveland option,0
10511,way could put hotel night not sleep airport tonight,0
10512,mani time exactli call leav number call back work,0
10513,next would great get help tri sinc last night get,0
10514,tell frustrat custom super busi pleas call back late flightr kthxbai hang not best practic,0
10515,becom get money passeng strict feedback reward,0
10516,not even bag statu take action compani incred irrespons costum,0
10517,still wait news bag hr alreadi happen compani give passeng certain inform,0
10518,custom servic suck rep not yell caller regard weather dfw hope go bankrupt,0
10519,phone disconnect stay line need checkout hotel hr amp place go keep call,0
10520,apolog requir made home safe thank kudo aa,1
10521,request call back cancel flight flight dfw take long rerout custom servic lack,0
10522,review system notif websit telephon system place clearli inadequ,0
10523,not sell mce post door close shuffl way u sell drink snack peopl flight self upgrad w pay,0
10524,not good enough info commun point silenc hour sat oh seat broken worst,0
10525,get oper hour worth call cancel flight delay flight autom system go beyond messag,0
10526,cannot provid us altern flight hour late flightr ruin trip cancel flightl angri problem ruin,0
10527,stand baggag claim hour wait bag knew never made plane,0
10528,love travel plane peopl nice amaz pleas follow back love compani,1
10529,not help flight alreadi cancel flightl reflight book problem aa email cell yet notif,0
10530,leav jaipur tomorrow back dehli delhi one night need use abil make magic,0
10531,chang gate tell fuck wrong peopl learn fucken job,0
10532,tri make onlin flight book problem one way barbado nyc wont let say need barbado cc,0
10533,would purchas choic guy cancel flightl flight stuck dfw hour,0
10534,haha said fault somehow guy r joke,0
10535,stuck miami one worst custom experi ever sure let everyon know time w aa,0
10536,day plain fail,0
10537,took hour call back disconnect twice never get back work,0
10538,far get mayb bag come today know websit say statu unknown help,0
10539,flight cancel flightl need rebook onlin answer call help,0
10540,fill whole form receiv poor poor respons direct email address repli,0
10541,abc pr let custom info possibl might want go brush basic,0
10542,last trip poor custom servic trip row come,0
10543,stiiiil wait pleas respond flight leav hr,0
10544,worri love fli guy thank,1
10545,worst rep jacksonvil airport rude total not help,0
10546,understood integr take time excus poor custom servic,0
10547,least got respons via twitter went yesterday,0
10548,call pari offic morn still wait miami appar tag taken,0
10549,get assist flight cancel flightl today phx dfw not hate job concern,0
10550,would also like say kind move ad point,1
10551,ok receiv email registr team thank lot,1
10552,delay counter take valid cac card valid id need tsa precheck pass,0
10553,right give email write,0
10554,call reserv still wait someon call back,0
10555,confirm flight done thank noth,0
10556,not necessari confid excel flight staff make appropri report,1
10557,thank best could get rebook agent phone amp addtl resolut dm much appreci,1
10558,email phone call noth screw flight famili friend flight cancel flight reserv,0
10559,care could someon call explain go,0
10560,hey autom call hang reschedul cancel flight flight via web come,0
10561,servic rep happen yet honestli fed sick notic flight got cancel flight,0
10562,help flight dalla cancel flightl morn cle hold hour need book next flight,0
10563,hotel tonight expect pay even money money suppos get call back,0
10564,flight dalla sfo cancel flight get anyth els tomorrow put,0
10565,possibl call system refus caller twelv hour servic option leav,0
10566,understand bit wait call pm get call back pm not cool,0
10567,pathet answer found bag sit lga hour call lmk deliveri bag bad,0
10568,strand miami autom system keep hang two day help,0
10569,flight cancel flight not word ground staff,0
10570,apolog frustrat michael rebook got call back hour bad,0
10571,tri regist sinc want separ brother hour flight place left,0
10572,tri get thru agent sinc last night b c aa chang flight day infuri need get sea,0
10573,call last night hr got call back get one day pass admir club go spend hr dfw,0
10574,get guy respond tweet dm realli sad feel ignor,0
10575,still wait call back strand one talk,0
10576,karen riedel rock star employe miracl worker realli appreci help morn,1
10577,tri talk custom servic add lap child get hold anybodi need help,0
10578,thx alreadi iberia websit seat reserv unavail hope call,0
10579,merger cluster ineffici misinform go done,0
10580,would nice could actual talk reserv team hang sinc last night,0
10581,one checkpoint open jfk termin ridicul,0
10582,wow flight crew show min flight cater aa nice treat custom,0
10583,miss say goodby friend caus crappi servic swear never hear end americanairlin,0
10584,absolut fals stmt comedi error incl cater etc getyouracttogeth,0
10585,see report team,0
10586,hour still call back hung autom system americanairlin,0
10587,bet make screw right thing need bag job ground today painandsuff,0
10588,last thing want deal w mon alreadi wait suggest wait time hope get call back asap,0
10589,get autom system hang final get messag call back hour,0
10590,say agent busi tri back late flightr,0
10591,file loc tjycqh bag airport sinc last nite not schedul get pu unt aft u shld b asham disgust w u,0
10592,remain hold hr resolv flight schedul amp system hung unhappycustom,0
10593,two day tri reach americanairlin custom servic chang flight,0
10594,death dear friend heart broken americanairlin heat,0
10595,spent hour tri check use militari id luggag mess board pass amp forc line,0
10596,custom servic via phone person stone wall giant middl finger paint,0
10597,day call bag anyon pick call held ph til hold insan help,0
10598,way ruin vacat brother call night multipl place line get dead air call back,0
10599,tri chang flight hang ppl bc call volum high joke right,0
10600,thank reflight book problem flight leav luggag nyc unbeliev,0
10601,thank,1
10602,love american airlin,1
10603,reserv phone system actual work know number unreach callback dead air,0
10604,told flight amp cancel flightl seem date time chang wait call,0
10605,v nice give breakfast voucher airport almost got whole drink,1
10606,husband amp complain flight get voucher get noth flew biz email,0
10607,date reviev money sent letter post sever email repli frustrat,0
10608,run hour behind repli anyon via twitter beyond unaccept run time,0
10609,not sure made stand line outsid plane readi board could sit insid,0
10610,even get one knew anyth bag ridicul still bag saturday,0
10611,thank mr parker screw chairman prefer fli aa firstclass option treat like crap staff,0
10612,think good cs get everyon gate flight wait bc plane not readi,0
10613,poor experi day ord chkin emp w cust wait ask speak w supervisor told min mtg,0
10614,tri reach american airlin sinc last even cancel flight flight worst custom servic ever,0
10615,cruel amp unusu cancel flight flight w notic amp make someon stay hold min amp listen ad loop,0
10616,pleas help rebook incorrectli flight cancel flightl pleas fix flt tuesday,0
10617,day sinc contact custom relat surf fail baggagedrama,0
10618,eventu call got not sure chang thank lot though,1
10619,night someon pleas help need flt fix pleas,0
10620,tri day disconnect due heavi call volum,0
10621,thank good back safe see soon,1
10622,hey happen aa zurich jfk appear squawk land london heathrow,0
10623,got call say flight cancel flightl check onlin cancel flightl near bad weather job interview,0
10624,worstcustservic conting plan extra worker bad weather hour hold ridicul,0
10625,want know regard connect flight sinc st cancel flightl could assist,0
10626,pleas stop chang flight spring break th time,0
10627,school trip includ sleep airport differ standbi flight not good,0
10628,custom servic inferior nation third world nation airlin get togeth,0
10629,not cancel flight flight jfk delay us hour lost bag worst airlin ever,0
10630,flight aal declar state emerg squawk,0
10631,want thank guy hour delay flight aa jfk due staff shortag not weather,0
10632,delay hour chicago still manag lose bag realli not happi,0
10633,rubbish social media air two hour late flight better cancel flightl,0
10634,ye manag lose two bag horrend airlin,0
10635,thank guy got head milan wednesday big week aa famili,1
10636,fligth somth talk,0
10637,interest possibl chang flight anoth day need see fee number busi,0
10638,understand busi still gotten answer need get home guy not help,0
10639,not yet call baggag statu time yesterday,0
10640,thank not charg anyth end good,1
10641,wonder fc fa flight pre dawn nice start day,1
10642,hold two hour wait hour earlier get info reserv ok,0
10643,except wait time phone system hang continu hold help,0
10644,lga alreadi time pull flight qqbmug feel free look mani flight reticket,0
10645,except call get messag trust tri,0
10646,westjet rep anyth lost luggag never even check westjet lost,0
10647,wait airport two day get home not weather relat flightd dealt horribl custom servic final switch,0
10648,ignor purpos sad enough autom system hang,0
10649,need talk get full refund trip call center offer assist,0
10650,wont find luggag without blame everyon els,0
10651,aa usair elit member one big disappoint way treat epicfailur,0
10652,love get agent phone autom system hang,0
10653,call abt flight cancel flightlat flight cancel flightl sunday two call not okay,0
10654,thank worst experi ever airlin hope embarrass airlin pathet,0
10655,week ago today arriv miami still bag absolut disgrac,0
10656,go homeless place stay tonight respond go back sleep,0
10657,clue place stay not,0
10658,realli dm verifi book hotel extra night kinda unsettl get call,0
10659,extra night stay san juan check,0
10660,hey got call say flight reschedul get anyon see provid hotel,0
10661,wait bag go walmart get need tomorrow morn,0
10662,call differ offic alreadi still sign baggag first time american air,0
10663,apologis frustrat amp disappoint not terribl servic blameshiftoverload,0
10664,got work postpon trip pay extra though not easi poor graduat student,0
10665,best talk agent reschedul cancel flight flight one answer aa know busi need help thank,0
10666,want wast time airlin alreadi rob hour day definit,0
10667,might not urgent realli,0
10668,franc two day without chang cloth noth keep warm pleas locat bag send,0
10669,flight jfk la first cater late flight push back crew hr delay,0
10670,flight cancel flight nd time reach agent reschedul call,0
10671,two coat bag franc coat walk around shirt one clean pair,0
10672,bag still miami cannot locat loos bag like tag everyth,0
10673,visit sju return pari check bag gate sju arriv pari noth,0
10674,speak languag paid us line left min hold without answer latinamerican solv min,0
10675,yep one camera memori card,1
10676,terribl flight cancel flight hold past hour never,0
10677,certainli hope la pbi th new plane seat feb th flight revers god aw,0
10678,hs student ithaca ny stuck miami flt xld u rebook get kid home use carrier allianc rulesshouldbend,0
10679,hand worst airlin travel realli realli fuck bad,0
10680,phone line open hold hour check agent cannot help airport pleas help,0
10681,sens charg bag servic servic great lose luggag miss item bs,0
10682,sheer incompet reign dfw today plane gd runway doubt,0
10683,ye make home mean happi alway chosen aa st choic fli rethink,0
10684,still wait dm respons sloooowrespons,0
10685,stop pari embarrass,0
10686,stuck two day airport not someth pretti normal posit find plane europ,0
10687,highli disappoint baggag servic merg guy lost st bag miss item,0
10688,land hour late flight need wait twenti minut gate patienc none incompet,0
10689,final call back spoken like worst prank call ever,0
10690,wait time hour talk exec plt agent go,0
10691,one time upgrad first class luggag open miss valuabl item replac upset,0
10692,still repli email sent th februari even sent email ask acknowledg reciev noth,0
10693,flight cancel flight tri get chicago gonna fli flight travel,0
10694,work time tonight got delay day sju could wors,0
10695,allow hold problem,0
10696,worst airlin world yousuck horribl oscar,0
10697,add insult injuri guy misplac bag believ pay money treat poorli,0
10698,connect flight dfw cancel flightl need get ind tomorrow way get sort hold h,0
10699,would like reimburs shuttl denver divers hour sit plane mech problem,0
10700,pleas repli mess rebook twice,0
10701,hold hr call bk either famili tri get hdn dfw flight direct need new info plz,0
10702,flight tomorrow cancel flight guy keep let,0
10703,thank champagn aa ord nrt celebr tokyomarathon finish,1
10704,beyond confus would offer earlier flight cancel flightl ask tue pleas fix,0
10705,mex need fli new york citi tomorrow new flight tuesday unaccept pleas help,0
10706,mom flight tomorrow cancel flight w notic phone system said callback hour need go bed,0
10707,tri reach advantag depart add number recent flight,0
10708,go keep tweet come till aa someth know noth hope go way not like,0
10709,make sure u insur luggag asshol aa take fricken respons amp believ lie,0
10710,everyon week amp dickhead aa contact lost check bag amp carryon offer pay,0
10711,arent call go thru doesnt wait anyth autom stuff mess,0
10712,not fli us air chang cancel flightat lead today big final unaccept,0
10713,thank apolog bit late flight cancel flight flight hr advanc due weather ridicul,0
10714,cancel flightl flight tomorrow without tell want rebook pleas help book new flight call,0
10715,word failur mean act instanc fail prove unsuccess lack success nonperform someth due,0
10716,offer autom call back option agent avail call amp sit hold onholdforday,0
10717,phone number supervisor speak regard travel today,0
10718,hang custom chanc callback failur custom servic est one answer,0
10719,think prioriti member wonder treat plebe know reward card cancel flightl immedi,0
10720,past hour call volum high one take call cancel flight itinerari youredoingitwrong,0
10721,worst airlin cancel flight flight let know wait hold min told enter callback middl night,0
10722,guy give help peopl phone tree hang flight tomorrow connect pend,0
10723,call back put hold midnight liter want know get home get help,0
10724,flight delay hour one americanairlin counter tell husband flight help,0
10725,happen mani time upset see poorli airlin treat custom,0
10726,serious rep avail take phone call even platinum,0
10727,overal lack attent foresight manag flight,0
10728,stuck plane land crew unabl figur,0
10729,also hold minut custom servic find new flight schedul bc site suck,0
10730,ye without bag first class ticket tahiti would nice say,0
10731,err hour wait time exec plat line,0
10732,even say anyth hour hold one ever suck much,0
10733,flight cll let check pleas help importantflight,0
10734,agent sent famili diff plane dfw late flight due delay cancel flight plane start fail,0
10735,final got call aa autom voic hung call back amp say hour,0
10736,hold anoth hour still noth cancel flight flight suppos six hour strand,0
10737,offer flight phl tuesday ask book houston instead austin,0
10738,run batteri charger cloth coat contact lens need mtg tom need help pathet servic,0
10739,flight mem dca delay hour hold breath keep trap hour de ice scareair,0
10740,stuck airplan way phl houston passeng frustrat make want avoid airlin,0
10741,bag turn thank useless call centr useless websit,0
10742,flight phl austin cancel flight head houston delay pay rent car drive hr austin,0
10743,understand weather issu understand not notifi cancel flightlat realiz late flight,0
10744,u deliv luggag almost two day hold phone hr help,0
10745,whoooo hooooo cross current pace reach year,1
10746,lost luggag hour hold hr phone wtf treat loyal passeng strand,0
10747,wait three hour talk someon rebook flight due weather call back servic actual work,0
10748,servic receiv us rude well expect airlin frustrat,0
10749,pleas dm way get touch someon help platinum aa consid quit aa bc,0
10750,thank follow think fair refund ticket price two one way rental car buy,1
10751,friend schedul close togeth lax not reimburs cost hr amp,0
10752,understood thank anyway,1
10753,go sinc take option gave type refund,0
10754,today yyz bit bag issu clear beauti thank check,1
10755,sound like got bitch slap,0
10756,tomorrow flight cancel flightlat dfw aa flight post lax,0
10757,gate agent jan l phoenix least abl get younger daughter seat near wife thank,1
10758,hold intern award reserv almost hour keep call go,0
10759,someon actual either call back help figur get home,0
10760,earli frontrunn best airlin oscar,1
10761,get home,0
10762,hang custom high volum custom servic tri resolv via dm still wait bad aafail,0
10763,told would email receiv anyth yet follow,0
10764,good catch p flight tonight thank respons,1
10765,interest agent told sadli anoth book passeng make gate push back made,0
10766,flight cancel flightl websit refer hang not auto rebook realli horribl compani,0
10767,sit bird aa hr dfw tarmac water would nice manner,0
10768,need know flight cancel flightl speak anyon help,0
10769,call hour reschedul flight dfw due weather even let stay hold,0
10770,thank best stay night dalla new trial detroit via atlanta tomorrow assum cancel flightlat,0
10771,custom servic disgrac,0
10772,joanna wonder job thank,1
10773,got gate time watch plane push back minut need glad rel nearbi,0
10774,first flight cancel flightl hold hour need inform get none help,0
10775,get new crystal ball cancel flight flight weather hit rebook flight look like night hotel,0
10776,ye show cancel flightl amp ask contact number,0
10777,thank realli open pm everi day way check open go way thank,1
10778,tobi hate lol,0
10779,thanx repli dm sent,1
10780,put fact gate supervisor tri come commun us,0
10781,not anymor,0
10782,need chang flight cs tell take call chang onlin pleas help flight week,0
10783,call aa even get hold help,0
10784,lie lie lie worst travel experi life day cloth vaca lostluggag unprofession pit mia,0
10785,tell piec shit get fuck fli exclus life,0
10786,continu contact phone rep hour still unabl get absurd livid,0
10787,thank,1
10788,dfw gate bmi agent serious beyond incompet never fli aa avoid fail pathet,0
10789,hotel thank,1
10790,almost million mile w u loyal u r u go reciproc joke,0
10791,thank hold apolog delay answer call speak repres pleas continu hold,0
10792,weather not involv,0
10793,hold hour diff agent w differ inform frustrat kept get txfd,0
10794,still hold wonder hour minut count servicefail onholdforev suboptim,0
10795,never seen incompet gate agent year busi travel dfw b gate agent need train new job,0
10796,say chang made onlin,0
10797,hey cancel flightl flight get someon phone rebook hour wait minimum get servic,0
10798,ft tu dfw w cx lga tomorrow cancel flight hr far wait call back need get nyc,0
10799,meal also us compani not care custom truli disgrac,0
10800,far best exampl worst compani,0
10801,cost day vacat hotel stay day dog board day airport park,0
10802,got bag morn thank,1
10803,joanna wonder new flight book friendli help agent stress day thank,1
10804,way spoken dfw mia employe truli disgust save pain fli anyon els,0
10805,home amp hr late flight thank servic centr plan involv flight leg across na full day,0
10806,thx lose bag hard care bag w prioriti u cont not care ep,0
10807,ok worri thank straight stori appreci,1
10808,destin wait hour miss second flight luggag made flight though,0
10809,luggag forgot mia oscar,0
10810,cost day vacat got rude woman tell go anoth countri figur get,0
10811,realli help get ton bad public right willneverflywithy,0
10812,lost luggag flight yesterday morn miami newyork lga respons luggag hr ltr,0
10813,wow help,1
10814,beauti photo thx would market dept interest buy,1
10815,made worri guy good tonight even put flight firstclass,1
10816,answer fast mean hang everi call,0
10817,least autom messag give info merger w anoth airlin know avoid,0
10818,hr wait becam hr one claim sent email yeah never happen flydelta,0
10819,hr wait phone worst custom servic b tri know suitcas way angri,0
10820,take care flight screw up,0
10821,wht n experi w aa reserv servic tri patient rep disconnect aa u record conv,0
10822,info cancel flightl flight tomorrow morn dfw get call speak anyon,0
10823,tick,0
10824,thank info super larg passeng extra seat mr big need one sit alreadi customerservic,0
10825,today yr longer prefer airlin,0
10826,thank two hour go inflight hotel hang dfw travel delay aa team,0
10827,appreci system busi call autom system hang not help,0
10828,next time flight cancel flightl appreci indic email text carrier pigeon app even warn check,0
10829,nope not rebook,0
10830,platinum fli usair strand clt not answer phone not rebook pleas help,0
10831,aa paulo take today colleagu tell us thing,0
10832,chang flight not enough oper handl call unaccept americanairlin,0
10833,lot plate flight deal cancel flightlat weather tonit import know respond,1
10834,flight delay flight sold seat flight strand phx three hour thank memori,0
10835,paid extra seat amp monitor work aa refund seat conf mdbeei mcmullen,0
10836,nice would help flight attend instead rude nasti one employ whyareyouyel,0
10837,ye howev seat assign us day never togeth want sit husband imposs,0
10838,almost day still frozen thank doll,0
10839,line peopl rebook mia virtual hold rebook line hang call back,0
10840,found flight tomorrow cancel flightl amp got queue callback hour ago still noth get rebook,0
10841,thank can respons make look like care custom sure twitter user fall,0
10842,ye abl get push notif via app log trip email text,0
10843,ratchet airway,0
10844,check reserv joe watson kelsey jen hold hour wait call back eta,0
10845,new wors take americanairlin nocustomerservic fail,0
10846,flight tomorrow slc dfw aa cancel flight help get,0
10847,odd bag pick someon not anoth countri say locat yet,0
10848,better right thing take care el lose busi,0
10849,wait call back two hour jan die tomorrow cancel flightl option,0
10850,one staff desk queu hr,0
10851,even wors time respond tweet took two flight five hour quickest respons,0
10852,top onlin record unavail well get anyon phone,0
10853,ex boyfriend pick call cancel flightedflight nocustomerservic americanairlin fail,0
10854,hey aa suggest note seat map seat electron box block legroom aa,0
10855,still sell ticket rebook peopl arriv destin time,0
10856,realli need anyth saw mention often neg keep good work gratitud,1
10857,americanview sweet home chicago,1
10858,ltaljx dca oma morn staff help fix problem help goodthingscom thank,1
