,airline_sentiment,text
8999,negative,@USAirways hey let flight 1874get to the gate  hours Late Flight and no fate with dozens of kids on board
9000,negative,@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑
9001,positive,"@USAirways TYVM USAir, Happy Night@ &lt;3"
9002,positive,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO
9003,negative,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???
9004,negative,@USAirways NOT GOOD. been on hold for 1hour (2x/day) since sun. to book 1-way flt dividend miles. agents send me to on hold hell. #furious
9005,negative,@USAirways I'm sure you don't but question still remains why we only found out at 8.20 that crew won't come before 9.50 for 8.10 flt. Tks.
9006,negative,@USAirways not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow
9007,positive,@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.
9008,negative,"@USAirways how about an update? 2hrs delayed, this obviously isnt up 2 date, havent boarded http://t.co/L7lWjaZiOA"
9009,negative,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail
9010,negative,"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP"
9011,positive,@USAirways Will do. I appreciate the response.
9012,negative,@USAirways on hold for 1:23. All because they won't let me use a companion voucher online http://t.co/DPhQRgkdoA
9013,negative,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword
9014,negative,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours..."
9015,negative,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain
9016,negative,"@USAirways delayed my flight 3 times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all"
9017,negative,@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways
9018,positive,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.
9019,negative,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice
9020,negative,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications"
9021,negative,@USAirways I'm amazed at the lack of communication with the passengers.
9022,negative,"@USAirways when I told csr I would close acct, he couldn't care less"
9023,negative,"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English)."
9024,negative,@USAirways they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.
9025,negative,@USAirways bad weather shouldn't mean bad service
9026,negative,@USAirways stuck in Charlotte being treated like a nobody by staff.
9027,negative,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever."
9028,negative,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up"
9029,negative,@USAirways sits on a throne of lies
9030,negative,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!"
9031,negative,@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?
9032,negative,"@USAirways I'm on the flight, finally in the air. Not enough food to feed customers. No movie or entertainment on a 5 hr flight."
9033,positive,@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!
9034,negative,@USAirways is the worst airline I’ve ever flown on. You guys have treated me like garbage today.
9035,negative,@USAirways Only water on flight 763 to DCA? This is the first time I've ever seen this happen. #ExecutivePlatinumMeansNothing #IWantCoffee
9036,negative,@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?
9037,negative,"@USAirways I did, but it won't help.. Can't believe you wouldn't take full fare for first class and gave away to Platinum Member.. Profits?"
9038,negative,@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!
9039,negative,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.
9040,negative,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.
9041,negative,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet
9042,negative,@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!
9043,negative,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday
9044,negative,@USAirways I was told there is no record of my refund.  Can someone please help me. This has been a long day
9045,negative,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune
9046,negative,@USAirways Being put back on hold for what has now been an HOUR is completely unacceptable.
9047,negative,@USAirways Stop reposting same autoresponse  That was return flight home #imateacher. Couldnt get to RSW  #neptune#waivethefee #notmyfault
9048,negative,@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.
9049,positive,@USAirways  thank you! Glad to be heading home! Great people at your call center!
9050,positive,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd"
9051,negative,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?
9052,positive,@USAirways HA!  You're fun.
9053,negative,@USAirways UR service is so shitty. Pilot never showed up so we waited hours because another pilot was supposed to come but didn't #Cancelled Flighted
9054,positive,@USAirways flying high thanks!
9055,negative,@USAirways ticket couldnt be used bc unable to get to departing dest (RSW) bc of blizzard in BOS. Told only way to use credit is $200 fine
9056,negative,@USAirways if I cant get through to reservations how can they take a look? 2+ hour hold times are not reasonable in any industry!
9057,negative,"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes."
9058,positive,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.
9059,negative,@USAirways flt 5302 CLT to DAY supposed to depart 5:51; the 6:20...still no crew. #schedule/contact the pilot!
9060,negative,"@USAirways so i ask for ice and the attendant snaps ""i dont have ice on this cart"" not 5 min Late Flightr 2 cups of ice to the people 2 rows ahead."
9061,positive,@USAirways thanks
9062,negative,@USAirways I've been waiting for the callback for EIGHT HOURS. HOW MUCH LONGER?!
9063,negative,@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.
9064,negative,"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!"
9065,negative,@USAirways Total BS... I offered to pay for a full First Class airfare ..Told Sold out.. 3 seats and they gave the seats to others... #crap
9066,negative,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT
9067,negative,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!
9068,negative,@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates 😎
9069,negative,@USAirways flight 4524  first a 2 hour wait for a deadhead crew  then deadhead crew takes overhead bin space paying customers annoyed
9070,positive,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today."
9071,negative,"@USAirways And really, it's a middle initial versus middle name. All else the same. Not spending my time on your computer issues."
9072,negative,"@USAirways very disappointed I wasn't ""allowed"" to change seats after checking in early online for a flight tomorrow morning."
9073,negative,@USAirways They're all reservations numbers and none are in Hungary. And my phone not working here. You make it too difficult.
9074,negative,@USAirways 8 weeks to refund this ticket - 0372389047497?!? - totally unacceptable.  Fix this or I'll put it on blast on social media and TV
9075,negative,@USAirways yes I can pay out of pocket that us not helping me for loosing my first class ticket to coach.   I want resolution or a comp
9076,positive,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH."
9077,negative,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe
9078,negative,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.
9079,positive,@USAirways Flight # 604. Thanks.
9080,negative,@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways
9081,negative,@USAirways if ur going 2 charge $20 for wi-fi make sure it works. #Brutal #DialUp b a 100 by the time things load. #TheEnd #GoodDay
9082,negative,@USAirways is anyone working today?? Anyone want to pick up a phone?
9083,negative,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.
9084,negative,"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today."
9085,positive,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
9086,negative,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst
9087,negative,"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault"
9088,positive,@USAirways Thank you. And thanks for being so accommodating.
9089,positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏
9090,negative,@USAirways Feeling helpless at Tanpa airport. How can I talk to someone. Flight delayed 4 times. Need help. Missed connections will be prob
9091,negative,@USAirways won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee
9092,negative,@USAirways no wonder you are the lowest rated airline in america. #shameful #USAirways
9093,negative,@USAirways how are you even still in business? i have been trying to call for hours. this is pathetic.
9094,positive,@USAirways thanks!
9095,negative,"@USAirways wow this airline is a joke, absolutely horrendous customer service. you guys should be ashamed."
9096,negative,@USAirways Flight Cancelled Flighted because of #Neptune Could not get to my destination. #notmyfault  #waive$200fee #ripoff #poorcustomerservice
9097,positive,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
9098,negative,"@USAirways  If you can waive a fee at time of Cancelled Flightation, you CAN WAIVE IT AT A FUTURE DATE! #usairways #ripoff #poorcustomerservice"
9099,negative,@USAirways flight #654 sitting at JFK with delays for 3-1/2 hrs! No employees to load bags? #terrible
9100,negative,@USAirways I have been rebooked but It has been handled very unprofessionally. Cancelled Flightations happen but the disorganization is uncalled for.
9101,negative,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option."
9102,positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉)
9103,negative,"@USAirways I've been on hold for over 2 hours. Need to re-book a flight, please help."
9104,negative,"@usairways It was 9º, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|"
9105,negative,@USAirways I'm traveling around the world until the end of the year. 800 numbers do me no good.
9106,negative,@USAirways I don't know I've tried to call for confirmation but calls aren't going thru. Can you let me know?
9107,negative,@USAirways can I get free wifi since the flight 1808 was Cancelled Flightled?
9108,negative,@USAirways was rebooked but sucked big time. Crappy layover. Customer service very sub-par.
9109,positive,@USAirways Sending thanks to employee Freddie in PHL Admiral Club A East for allowing me to give a day pass to my sibling stuck there today.
9110,negative,@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.
9111,negative,@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better
9112,negative,@USAirways I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers
9113,negative,@USAirways Please staff your flights approproately. Our entire flight is delayed because FA isnt here. I shouldnt have left Delta...
9114,negative,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now
9115,negative,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain
9116,negative,@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight
9117,positive,@USAirways that's why u guys are my #1 choice.
9118,positive,@USAirways thanks. 😒
9119,negative,@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck
9120,negative,"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!"
9121,positive,@USAirways how about a drink voucher for the next flight?? #winkwink
9122,positive,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!
9123,negative,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse."
9124,negative,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(
9125,negative,"@usairways Yes. Works in Firefox. 

Can do everything but finish purchase. Button turns gray, never submits. For a couple weeks now."
9126,negative,@USAirways 2.5 hours Late Flightr and the flight has been Cancelled Flightled. You gotta work on your internal communication skills.
9127,negative,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight"
9128,negative,"@usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins."
9129,negative,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?
9130,negative,@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks
9131,positive,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!"
9132,negative,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn
9133,positive,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know
9134,negative,@usairways Thx for responding :) When bags came there was mad rush towards end of jetway—why not just put thru baggage claim?
9135,negative,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?
9136,negative,@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours
9137,negative,"@USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part..."
9138,negative,@USAirways I had a rep 10 min in who said she couldn't help so transferred me to dividend miles customer service
9139,positive,@USAirways right on. Up. Up &amp; away ✈️🌞
9140,negative,@USAirways your customer service stinks. Trying to book a flight for hours now and keep getting hung up on. #usairwayssucks
9141,negative,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?
9142,negative,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup
9143,negative,"@usairways you made us miss our flight, first class now I can't even enter the admirals club.  Not happy  dm me to fix this."
9144,negative,"@USAirways can you please DM me, my flight has been delayed going into CLT which will force me to miss my connection to LGA at 10:05pm"
9145,negative,@USAirways on hold for 2 hours. You know what just keep my money
9146,negative,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July
9147,negative,@USAirways flight 1808 is not leaving at 2:45 because we haven't even begun to board yet. Please update your website ASAP
9148,negative,@USAirways @Jack_Kairys (2/2) and another sent him to the wrong line...oh and the kiosks weren't working! #thanks
9149,negative,@USAirways also your employees were LESS then helpful when @Jack_Kairys was checking his bag. Two just left their desks completely (1/2)
9150,negative,@USAirways the phone number the gate gave me doesn't work either. What is your customer service phone number?
9151,negative,@USAirways @Jack_Kairys your site clearly explains we are allowed a carry on. This was allowed at PIT but not BOS. How does that make sense?
9152,negative,"@USAirways never in my life have I dealt with such poor customer service, irresponsible staff and lack of care LGA-IAH day 2, baggage in NC?"
9153,negative,@USAirways Thks 4 tip. Seems like a workaround rather than a customer-friendly solution. They should have an easily accessible email.
9154,positive,@USAirways Thank you so much its been a very stressful day
9155,negative,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed"
9156,negative,"@usairways If I could/wanted to call I wouldn't use the internet to make a reservation.

Site won't work on Chrome, on several computers."
9157,negative,@USAirways Waiting for my luggage on flight 1923. Is there a delay?
9158,negative,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx
9159,negative,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.
9160,positive,@USAirways Absolutely!! The staff was amazing!!
9161,negative,@USAirways you are horrendous.  Pull your shit together
9162,positive,@USAirways Haha - that will indeed be a great day!
9163,negative,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading."
9164,negative,@USAirways how is your gate agent gonna tell me my flight is on time when its 5 minutes past departure time and the previous flights plane..
9165,negative,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl
9166,positive,@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?
9167,negative,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done
9168,negative,"@usairways and @AmericanAir  4 days of Cancelled Flightations, I have driven to 3 airports in 3 different states, spent more on gas than my flight."
9169,negative,@USAirways then why did my whole team be able to put there carry ons under the plane
9170,positive,@USAirways customer service at its finest
9171,negative,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?
9172,negative,@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!
9173,positive,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)
9174,negative,.@USAirways we r rebooked. got conflicting info abt baggage. Y no extra plane batteries on hand? Y no comped admirals club for 9 hr wait?
9175,negative,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.
9176,negative,@USAirways No I missed the funeral so I had to take a train back to Newark
9177,negative,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you
9178,positive,@USAirways — I had exceptional service on flight #403 from IND to PHX!!
9179,negative,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???
9180,negative,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems
9181,negative,"@USAirways I believe you. But in all seriousness, what's an acceptable time I should have this expense on my name that wasn't my fault...."
9182,negative,@USAirways cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before
9183,negative,@USAirways issues are not with people who r nice or storm emails with wrong phone numbers auto rebooked flights to non connecting cities
9184,negative,@USAirways missing my reservations due to a Cancelled Flightled flight. Make it right by giving me first class tomorrow. Make your customers happy.
9185,negative,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation"
9186,negative,@USAirways any tips on getting a hotel that your airline won't get for any of us even though we were told that we'd make our flight?
9187,negative,@USAirways I booked a flight yesterday but didnt receive an email confirmation and I my dividends number isn't registering. Please help.
9188,positive,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc
9189,negative,"@USAirways &amp; there are seats together, they just have fees. Seems if I'm taking a 5am flight the least you can do is wave the $10."
9190,negative,@USAirways I need someone from management to contact me I was flying to a funeral won't make it now to add to my pain they want me 2 pay
9191,negative,@USAirways Just contaced EYEWITNESS NEWS about the ripoff the Cancelled Flighted now they want me to pay
9192,negative,@USAirways when I call it says y'all are too busy and to call back Late Flightr.  this is terrible customer service.  what will you do about it?
9193,negative,"@USAirways They charged me for a flight they Cancelled Flightled, unbelievable and unheard of"
9194,negative,@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news
9195,negative,@USAirways I can't believe that you would refer me to a number no one seems to be getting through. Really? I need help ASAP!
9196,negative,@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?
9197,negative,@USAirways Why is there no contact email for customer complaints?
9198,negative,"@USAirways Now I am probably going to miss my connection in Charlotte, so I will have to drive home for the funeral."
9199,negative,"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled."
9200,negative,@USAirways still crickets from customer service.
9201,negative,"@USAirways 
That is not an excuse to have such a poor website Flight Booking Problems options! My yearly vacation is about to fall through, ubetter do smth!"
9202,negative,@USAirways The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?
9203,negative,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke
9204,negative,@USAirways  to arrive the plane I'm sitting on needs to take off...wish someone would tell us what the holdup is
9205,negative,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.
9206,positive,@USAirways will do. Hoping for a voucher for a future flight #Optimistic
9207,negative,@USAirways I didn't even leave the airport and you sent 2 of my bags to Philadelphia!
9208,negative,@USAirways Thanks for the info but have been trying for over 24hrs and no luck. Flight dep. Today. Need 2 change 2 tomorrow or Thursday
9209,negative,@USAirways tried twice today on hold for 30 min each time. i have things to do so can't live on hold dealing w/ your customer serv failures
9210,negative,@USAirways no warm weather hubs means no Mexico for us.  And I can't go anywhere else since you lost my bags. I hope you attempt to rectify
9211,negative,@USAirways No kidding. Oy.
9212,positive,@USAirways thanks
9213,negative,@USAirways thank you for blowing my vacation. Couldn't get me anywhere today to make my reservation and also lost 2 bags of mine!
9214,negative,@USAirways been trying to talk with a dividend miles rep for 2 days now. I have been holding for over 2 hours each day. What are my options?
9215,negative,@USAirways and it still says it's on time on your website btw
9216,negative,@USAirways your customer service is horrible
9217,negative,@USAirways I expect something more than telling me to see an agent to rebook my flight...
9218,negative,@USAirways you have the ability to switch my flight to @AmericanAir but you cannot tell me where my bags are.
9219,negative,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh
9220,negative,@USAirways no we haven't because we've been in the same line at the service desk for an 1hr and 1/2 now in the same spot.
9221,negative,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1)
9222,positive,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge
9223,positive,@USAirways  thanks I hope I get to my destination
9224,negative,@USAirways  well its 11:45am and just got an email that my 11am flight is delayed-thats not right
9225,negative,@USAirways How soon is possible? I boarded the plane the 1st time at 6:30 am and it is now after 11:30 am and I'm still where I started.
9226,negative,@USAirways your chairmans phone is down. what other number can i use?
9227,negative,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...
9228,positive,"@USAirways thanks for the reply, hoping everything is cleared up in Charlotte by Monday"
9229,negative,@USAirways it takes a month?
9230,negative,"Yes, I filed a report in Atlanta. My bags are in Charlotte, NC. 24 hours Late Flightr and still can't find my luggage ... @USAirways"
9231,negative,@USAirways it was supposed to be a carry on and in Pittsburgh  coming to Boston it was a carry on
9232,negative,@USAirways can't even get on hold to wait to speak to someone-awesome
9233,negative,"@USAirways Almost 4 hours and coin now. Understand higher call volume, but this is unacceptable."
9234,negative,. @USAirways It's been Cancelled Flighted. Your SM response is slow.
9235,negative,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?"
9236,negative,@USAirways great job today In ruining 45 people's vacation. Thanks to your incompetent pilot and staff we have all now missed our flights
9237,negative,@USAirways your service has been awful in Boston and I had to pay 25 extra dollars than I was supposed too I am very dissatisfied #mad
9238,negative,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?"
9239,negative,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.
9240,negative,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.
9241,negative,@USAirways reservations had me on hold for 2 hours only to hang up...smh 😕
9242,negative,@USAirways @AmericanAir How r u supposed to change flights when u can't get thru to reservations? #OneHourOnHold
9243,negative,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless
9244,negative,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.
9245,negative,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?
9246,negative,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal"
9247,negative,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible."
9248,negative,"@AmericanAir sorry so Late Flight, responded to your DM."
9249,positive,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today."
9250,negative,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers"
9251,negative,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW
9252,negative,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface"
9253,negative,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.
9254,negative,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?
9255,positive,@AmericanAir thank you!
9256,negative,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest"
9257,negative,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX
9258,negative,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing
9259,negative,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?
9260,positive,@AmericanAir thanks
9261,negative,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating
9262,negative,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.
9263,negative,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr
9264,negative,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous."
9265,positive,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?
9266,positive,"@AmericanAir Great, thanks. Followed."
9267,positive,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!
9268,negative,@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.
9269,positive,@AmericanAir got another flight. Thanks you
9270,negative,"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?"
9271,negative,"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah."
9272,positive,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃
9273,negative,@AmericanAir still waiting for a flight... I should get my money back
9274,negative,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
9275,negative,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA"
9276,positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
9277,negative,@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.
9278,negative,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!"
9279,negative,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?
9280,positive,"@AmericanAir yes yes yes,so glad to be headed home!"
